"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"1600000US2250115","Metairie CDP, Louisiana","61045","2252","53715","2980","82.3","2.2","58418","4283","12.7","2.4","38195","6683","N","N","-","**","N","N","47786","43518","N","N","-","**","N","N","32026","29994","N","N","80888","56501","9.8","1.5","38620","9284","74.4","2.6","61685","3749","2.4","0.9","25976","2072","32.2","2.7","51167","3129","36.7","2.6","70302","7162","28.7","2.3","49304","3692","37843","2143","69188","4485","39.6","4.1","64179","15092","60.4","4.1","71718","8492","71.3","3.4","85396","9519","21.8","3.4","41620","7414","6.9","2.0","38722","10958","23202","1773","37240","4024","55.2","4.5","30331","4767","49.5","4.9","29288","5093","5.7","2.3","61176","46056","44.8","4.5","42913","8633","34.0","4.6","40639","4274","10.8","3.4","61250","26597","47.5","(X)","(X)","(X)","51.1","(X)","(X)","(X)","39.1","(X)","(X)","(X)",
"1600000US2255000","New Orleans city, Louisiana","156591","2068","39077","2108","40.1","1.0","62074","4529","55.2","1.1","26819","1229","N","N","40047","8896","1.7","0.3","48866","18442","N","N","-","**","N","N","26793","11711","N","N","50819","14792","5.9","0.6","37940","6107","36.4","0.9","66607","3767","3.2","0.6","15004","4032","38.0","1.0","39087","3187","38.3","1.1","44756","3725","20.4","0.7","33586","3032","74561","2326","55450","2876","41.2","2.2","47199","5293","58.8","2.2","62375","4264","56.0","2.6","83852","5379","35.0","2.5","27143","2638","9.0","1.3","43666","8728","82030","2485","26886","1467","54.6","1.7","24883","1746","48.6","1.8","22256","1645","6.0","1.0","60477","13970","45.4","1.7","30906","2082","37.5","1.6","27363","4656","7.9","1.0","56214","11132","38.3","(X)","(X)","(X)","44.1","(X)","(X)","(X)","31.8","(X)","(X)","(X)",
"1600000US2270000","Shreveport city, Louisiana","75823","2308","38497","3370","44.8","2.2","58083","4533","51.8","2.0","26557","3901","N","N","-","**","N","N","50426","10393","N","N","-","**","N","N","2,500-","***","N","N","36690","12200","N","N","32092","23039","43.8","2.1","58432","4928","5.1","1.4","25064","9732","35.9","2.3","35432","4660","35.0","2.0","50239","3702","24.0","1.5","32220","3428","43070","2135","50625","5064","46.3","3.6","42013","9897","53.7","3.6","57185","7090","59.5","3.5","74125","6024","33.3","3.9","24412","4183","7.2","2.4","32857","26264","32753","2707","25633","3319","56.4","4.0","23425","3415","51.4","4.2","22392","3091","5.0","2.0","32251","8650","43.6","4.0","30541","5126","38.0","4.1","25738","7035","5.6","2.3","60622","23285","47.8","(X)","(X)","(X)","51.0","(X)","(X)","(X)","42.8","(X)","(X)","(X)",
"1600000US2360545","Portland city, Maine","30427","1751","52139","4867","87.5","2.3","57582","4934","N","N","25029","24542","N","N","-","**","N","N","N","N","N","N","-","**","N","N","-","**","N","N","N","N","N","N","35526","22180","85.8","2.3","57727","4990","3.6","1.4","28798","23391","34.8","3.6","55027","13599","38.4","3.7","63860","12417","23.2","3.0","38662","6380","13816","1180","80816","7253","N","N","79428","19895","N","N","81241","12095","N","N","90748","12778","N","N","35029","14091","N","N","53432","19705","16611","1982","34592","5814","53.5","5.8","32001","6764","41.6","5.2","28378","8116","11.9","3.2","76077","6744","46.5","5.8","36418","12591","32.1","5.6","26555","6360","14.5","4.5","66369","7660","35.2","(X)","(X)","(X)","33.6","(X)","(X)","(X)","36.6","(X)","(X)","(X)",
"1600000US2404000","Baltimore city, Maryland","238400","3603","44165","2247","34.3","0.8","67367","4114","59.6","1.0","32704","2169","N","N","60109","45274","2.8","0.4","46198","12658","N","N","-","**","N","N","40487","8861","1.9","0.5","46367","11218","3.6","0.4","46291","6931","32.1","0.8","69022","4600","3.4","0.5","30383","3746","36.6","1.0","51902","2422","37.8","1.1","47414","3121","22.3","0.7","30045","2124","123502","3732","53340","2655","40.0","2.0","41287","4229","60.0","2.0","60338","2627","46.5","1.7","82114","3078","41.8","1.8","31928","1813","11.7","1.4","47714","9528","114898","3922","31431","1420","55.8","2.0","30031","2638","46.1","1.9","24483","2199","9.8","1.1","77297","10997","44.2","2.0","34985","4538","33.5","1.8","26963","2268","10.7","1.3","71180","15847","46.3","(X)","(X)","(X)","51.2","(X)","(X)","(X)","39.6","(X)","(X)","(X)",
"1600000US2419125","Columbia CDP, Maryland","38325","1639","102431","7991","59.6","3.2","104462","10127","24.9","3.3","85380","11868","N","N","-","**","N","N","145115","9823","N","N","-","**","N","N","N","N","N","N","115675","39419","N","N","80288","38557","55.7","3.1","104965","12528","3.2","1.8","70743","65566","36.3","3.5","104921","12037","39.9","3.5","113277","16966","20.5","3.0","81343","13152","25518","1791","118044","9443","N","N","125077","22307","N","N","116561","8440","N","N","140710","10110","N","N","53171","16055","N","N","77354","52766","12807","1610","63750","14954","50.6","6.7","52904","4604","42.8","7.0","49404","4395","7.8","3.2","113404","13145","49.4","6.7","81632","8561","36.1","7.1","77263","18135","13.3","4.6","105480","13253","27.4","(X)","(X)","(X)","27.2","(X)","(X)","(X)","27.0","(X)","(X)","(X)",
"1600000US2426000","Ellicott City CDP, Maryland","25724","1493","113378","10827","61.6","3.8","127246","16939","N","N","84923","8645","N","N","N","N","N","N","107713","12127","N","N","-","**","N","N","-","**","N","N","N","N","N","N","N","N","59.7","3.9","127478","16948","N","N","63080","21582","N","N","121919","41645","N","N","136342","9888","N","N","69469","16129","19186","1495","139048","14085","N","N","140818","29248","N","N","136616","14734","N","N","146691","16287","N","N","73583","16022","N","N","96477","43562","6538","1154","74731","19423","62.3","10.1","61661","23466","51.9","9.4","57897","34880","10.4","7.7","89440","55996","37.7","10.1","91878","22236","32.3","9.9","90579","19510","5.4","3.1","135987","42189","25.9","(X)","(X)","(X)","26.0","(X)","(X)","(X)","25.0","(X)","(X)","(X)",
"1600000US2430325","Frederick city, Maryland","27298","1312","62500","6571","71.0","4.0","61678","6361","N","N","66161","11302","N","N","-","**","N","N","89035","51377","N","N","-","**","N","N","54617","29007","N","N","49443","20620","N","N","51798","5417","63.0","3.7","65772","11813","4.2","2.1","32244","34085","39.1","4.3","61375","8995","38.7","4.7","79058","14143","18.0","2.4","44073","14645","16784","1109","74221","8545","N","N","58995","14333","N","N","86262","14878","N","N","95646","15328","N","N","41359","8684","N","N","35662","12542","10514","1523","46361","5846","53.2","7.9","43403","7084","43.9","7.0","43031","7013","9.3","3.6","48267","21994","46.8","7.9","51749","10753","32.5","6.9","37196","21343","14.3","6.1","68803","16350","36.5","(X)","(X)","(X)","36.4","(X)","(X)","(X)","28.4","(X)","(X)","(X)",
"1600000US2431175","Gaithersburg city, Maryland","24544","1319","85854","7581","55.1","4.5","89774","14454","N","N","61805","13281","N","N","-","**","N","N","108483","13968","N","N","-","**","N","N","75712","9371","N","N","98463","64367","N","N","68914","16970","43.1","4.4","101911","9852","4.4","2.6","61631","29930","37.4","4.2","83681","9718","40.6","4.2","105472","6584","17.6","2.9","65894","9625","16798","911","100726","10123","N","N","84815","24862","N","N","107271","11368","N","N","110089","9294","N","N","54947","13795","N","N","75735","41792","7746","1273","60668","12060","58.9","7.6","60140","17194","51.6","8.1","58738","18372","7.3","5.8","92743","75941","41.1","7.6","61500","13131","29.5","6.9","59301","25895","11.6","6.1","100572","89599","33.0","(X)","(X)","(X)","36.5","(X)","(X)","(X)","24.9","(X)","(X)","(X)",
"1600000US2432025","Germantown CDP, Maryland","28527","1822","85091","7952","50.9","4.3","102944","13523","23.6","4.1","63106","17169","N","N","-","**","N","N","85674","21987","N","N","-","**","N","N","45570","43173","N","N","60719","13459","N","N","61455","16997","39.7","3.7","112619","13207","N","N","42461","15113","N","N","81014","14635","N","N","102528","20158","N","N","68839","26958","20938","1803","101223","13281","N","N","85700","29626","N","N","111908","19417","N","N","125500","19787","N","N","40556","14368","N","N","47127","13273","7589","1240","62291","6756","51.7","9.1","60126","7201","46.8","8.7","58594","13948","4.9","3.2","130208","149267","48.3","9.1","75815","16901","41.0","8.2","66296","17743","7.3","4.3","101898","33502","27.5","(X)","(X)","(X)","30.7","(X)","(X)","(X)","14.9","(X)","(X)","(X)",
"1600000US2432650","Glen Burnie CDP, Maryland","26890","1966","66111","7236","68.4","4.8","70970","9077","24.4","4.5","58273","12496","N","N","-","**","N","N","N","N","N","N","-","**","N","N","59369","5514","N","N","139148","78189","N","N","59730","27666","63.7","5.2","70777","8537","2.3","1.8","32475","46269","39.1","5.0","71493","13699","34.3","5.1","73532","13890","24.2","3.9","52845","11285","16224","1779","80446","11751","N","N","70556","24887","N","N","84346","14373","N","N","100682","11136","N","N","51065","10748","N","N","66391","27025","10666","1470","47462","11788","63.9","8.2","45100","14017","48.8","8.6","35467","6012","15.1","7.1","87181","30188","36.1","8.2","54931","15567","32.3","7.9","60458","15199","3.8","2.9","52123","34243","36.8","(X)","(X)","(X)","39.0","(X)","(X)","(X)","31.0","(X)","(X)","(X)",
"1600000US2467675","Rockville city, Maryland","25426","1517","97377","11332","62.8","4.5","109829","14357","N","N","70778","33880","N","N","-","**","22.3","3.7","75402","27386","N","N","-","**","N","N","N","N","N","N","N","N","N","N","50367","25935","57.1","4.2","115495","15890","3.5","1.8","27188","33422","35.2","4.5","99317","15115","34.1","4.3","122122","13741","27.2","3.5","64732","21108","16390","878","120472","14467","N","N","132747","24354","N","N","111037","15431","N","N","131442","17113","N","N","75982","36801","N","N","80511","17807","9036","1456","52140","10115","66.7","7.2","46516","9815","53.7","7.8","41925","5087","13.0","5.3","71635","25084","33.3","7.2","75266","23935","26.7","6.8","62329","23074","6.6","3.5","135799","98425","24.6","(X)","(X)","(X)","26.2","(X)","(X)","(X)","18.3","(X)","(X)","(X)",
"1600000US2472450","Silver Spring CDP, Maryland","31646","1677","67623","10462","47.5","4.7","95239","13501","27.8","4.0","47555","12380","N","N","-","**","N","N","90330","33922","N","N","-","**","N","N","53263","13773","N","N","N","N","19.4","3.2","52290","11480","41.9","4.5","103576","11573","5.3","1.9","46538","18807","46.4","5.0","67206","14903","34.7","4.0","77395","16545","13.6","3.1","52877","15029","17753","1502","82802","14159","N","N","63462","17295","N","N","104817","13509","N","N","111791","8269","N","N","40369","16313","N","N","41839","32412","13893","1639","51972","10187","57.7","7.0","44801","13986","47.3","7.0","38441","11611","10.3","3.7","86893","29071","42.3","7.0","76962","25753","31.5","6.5","52285","35602","10.8","4.3","110034","19979","28.4","(X)","(X)","(X)","32.7","(X)","(X)","(X)","20.2","(X)","(X)","(X)",
"1600000US2481175","Waldorf CDP, Maryland","27896","1545","87223","7191","32.5","3.1","93110","9989","59.0","3.5","81902","8209","N","N","66852","39349","N","N","140859","39577","N","N","-","**","N","N","-","**","N","N","91317","68315","N","N","126223","55464","29.2","3.1","91393","12265","N","N","54175","28512","N","N","84977","11152","N","N","110009","9582","N","N","71460","15416","19513","1717","102449","16403","N","N","95941","21560","N","N","109810","13472","N","N","120394","14577","N","N","65854","10827","N","N","66063","82012","8383","1318","61840","9891","50.7","8.0","57355","11443","48.0","7.6","56641","6732","2.7","3.0","89679","153593","49.3","8.0","65766","11895","45.8","8.4","65813","23412","3.5","3.3","62346","50826","45.6","(X)","(X)","(X)","44.1","(X)","(X)","(X)","48.5","(X)","(X)","(X)",
"1600000US2507000","Boston city, Massachusetts","261492","3435","58263","2970","58.2","1.3","80515","5468","22.6","0.9","40128","2432","N","N","N","N","8.8","0.6","33185","8347","N","N","-","**","6.8","0.8","27063","4767","3.3","0.5","50039","17701","16.7","0.9","30687","2967","51.2","1.2","86194","3877","6.0","0.6","30049","3994","45.1","0.9","76162","4903","31.2","1.1","61841","4001","17.7","0.7","24311","3463","124696","4084","65083","4839","40.8","2.2","49008","5728","59.2","2.2","75906","6421","56.4","2.0","104724","5469","33.5","1.9","30974","2296","10.1","1.6","50993","6532","136796","4435","51014","1815","53.5","1.7","46824","3521","39.9","1.6","34857","5495","13.6","1.3","94211","9419","46.5","1.7","56726","3688","31.5","1.8","40901","4611","15.0","1.4","109605","11044","41.6","(X)","(X)","(X)","47.9","(X)","(X)","(X)","34.6","(X)","(X)","(X)",
"1600000US2509000","Brockton city, Massachusetts","32494","1836","43206","5274","47.0","4.3","50284","6576","41.2","4.2","37423","3420","N","N","-","**","N","N","71283","39513","N","N","-","**","N","N","60357","15872","N","N","N","N","N","N","31632","10279","41.6","4.2","51349","5682","3.0","1.9","31555","23460","36.1","4.0","45707","7869","40.3","3.8","58362","8469","20.6","2.9","30409","6415","20143","1235","50003","6152","N","N","40353","4014","N","N","69239","11571","N","N","64947","10473","N","N","33760","6884","N","N","49801","36043","12351","1641","26675","7293","48.5","6.6","12398","4502","43.0","6.3","11845","1496","5.4","3.5","43479","22370","51.5","6.6","36738","4613","43.5","7.0","35652","4746","8.0","4.0","58462","64192","42.2","(X)","(X)","(X)","42.5","(X)","(X)","(X)","38.0","(X)","(X)","(X)",
"1600000US2511000","Cambridge city, Massachusetts","45569","2043","89847","6194","74.9","3.1","100520","5776","N","N","19738","15277","N","N","-","**","11.8","2.1","90515","17548","N","N","-","**","N","N","52033","51737","N","N","64606","38885","N","N","60395","15561","70.3","3.1","102799","10604","5.5","1.3","59479","25228","48.0","3.5","99594","8912","24.7","3.0","91755","10350","21.9","2.4","57479","10811","20036","1268","115483","12003","N","N","139640","32498","N","N","106677","13214","N","N","131231","15615","N","N","81888","24091","N","N","36578","25091","25533","2214","71557","7865","51.4","4.9","71384","9929","36.3","5.0","60842","9988","15.1","3.1","116287","9913","48.6","4.9","71779","10995","32.5","4.3","52338","8914","16.1","3.7","140622","27740","32.0","(X)","(X)","(X)","32.0","(X)","(X)","(X)","32.0","(X)","(X)","(X)",
"1600000US2523000","Fall River city, Massachusetts","39495","1908","39547","3842","86.0","2.8","41050","2869","N","N","38483","20318","N","N","-","**","N","N","41656","26046","N","N","-","**","N","N","17711","10514","N","N","24083","11337","N","N","12033","2515","84.8","2.9","41440","2702","5.3","2.0","23352","19193","33.6","3.9","42346","10340","43.0","3.9","42460","5124","18.1","2.6","25270","5015","20230","1161","50646","4669","N","N","40071","7998","N","N","56224","7521","N","N","68986","14224","N","N","26176","14589","N","N","29293","25714","19265","2201","24538","4278","54.7","5.9","21334","4915","44.2","5.7","16612","2649","10.6","3.9","48252","15372","45.3","5.9","27731","6185","37.1","6.3","22059","7348","8.1","3.3","74628","44390","45.3","(X)","(X)","(X)","52.0","(X)","(X)","(X)","36.3","(X)","(X)","(X)",
"1600000US2524960","Framingham CDP, Massachusetts","27179","1513","70355","11088","73.4","4.8","72228","14059","N","N","56429","50752","N","N","-","**","N","N","90528","16057","N","N","-","**","N","N","42428","26880","N","N","53342","39720","N","N","35773","7347","65.9","4.8","87429","22906","3.6","2.3","75114","66031","33.9","4.3","70669","15939","44.7","5.5","92943","17859","17.8","3.0","45436","7904","18996","1056","97259","14078","N","N","91442","25804","N","N","99102","17529","N","N","117835","12084","N","N","41845","26678","N","N","55311","31985","8183","1615","32010","8981","50.6","10.0","33615","10128","41.7","9.1","27449","7367","9.0","5.5","91372","43161","49.4","10.0","31424","12757","43.3","10.4","30096","10725","6.0","6.0","68090","48249","32.0","(X)","(X)","(X)","30.6","(X)","(X)","(X)","33.5","(X)","(X)","(X)",
"1600000US2534550","Lawrence city, Massachusetts","24885","1600","36969","6182","51.2","5.0","38238","11553","N","N","60188","16163","N","N","-","**","N","N","42101","40936","N","N","-","**","36.2","5.1","31175","2757","N","N","62655","12980","72.6","4.2","32336","5928","22.2","3.9","45247","15077","2.1","1.5","25495","13160","39.8","4.8","32077","7108","38.9","4.6","50251","7754","19.1","3.6","19861","13617","16885","1157","39203","6239","N","N","28916","5416","N","N","54430","10957","N","N","63971","4510","N","N","25655","6496","N","N","38900","4468","8000","1329","26247","4800","56.1","8.1","15781","2778","45.2","7.0","14312","3316","10.9","5.7","45558","23408","43.9","8.1","43417","15795","28.3","7.5","30417","8979","15.6","7.4","51951","39897","46.5","(X)","(X)","(X)","46.6","(X)","(X)","(X)","39.7","(X)","(X)","(X)",
"1600000US2537000","Lowell city, Massachusetts","37880","1973","47727","4603","66.7","3.2","46233","5661","N","N","43458","10310","N","N","-","**","17.2","3.2","65130","17993","N","N","-","**","N","N","40273","20427","N","N","11870","5313","20.7","3.6","32365","9950","53.7","3.9","53019","7683","3.7","1.4","29257","14409","37.3","3.8","52510","8642","44.4","3.8","52028","8263","14.6","2.8","25008","7949","23298","1421","60832","5835","45.6","6.0","51771","8877","54.4","6.0","67624","12187","58.2","5.9","81415","6637","30.3","5.0","35875","5771","11.4","3.4","41589","14238","14582","2021","30092","6826","45.6","5.9","30367","9639","34.7","6.1","20576","11151","10.9","4.4","46850","24581","54.4","5.9","29650","11716","41.1","5.8","25417","10155","13.3","4.2","44068","35710","39.9","(X)","(X)","(X)","43.0","(X)","(X)","(X)","31.6","(X)","(X)","(X)",
"1600000US2537490","Lynn city, Massachusetts","32635","1536","49332","6237","56.7","3.9","56776","12403","13.5","2.5","40794","11311","N","N","-","**","N","N","64438","20187","N","N","-","**","17.9","3.3","38645","11749","N","N","38189","9135","26.4","3.6","38340","4584","50.7","3.9","60398","13996","4.0","1.7","31686","16561","40.2","3.9","50420","7136","37.7","3.6","64477","8391","18.1","3.4","26884","6870","20877","1218","63731","11785","52.3","3.9","43045","10312","47.7","3.9","80608","7426","59.0","5.1","87020","7188","28.5","4.4","30176","7142","12.5","3.3","35284","12384","11758","1513","25332","7141","60.6","6.3","28570","10053","48.3","6.2","17443","5327","12.3","4.7","81118","21860","39.4","6.3","23276","6118","33.8","6.4","20046","9333","5.6","3.0","83343","103522","48.5","(X)","(X)","(X)","50.2","(X)","(X)","(X)","42.1","(X)","(X)","(X)",
"1600000US2545000","New Bedford city, Massachusetts","38826","1712","36808","2190","71.5","2.8","40907","3085","N","N","35346","6824","N","N","-","**","N","N","30208","17971","N","N","-","**","18.1","2.7","29885","6207","N","N","16536","2638","12.5","2.0","24370","6787","70.1","2.8","40970","3329","4.7","1.6","25044","6599","32.2","3.5","45404","13106","38.8","3.4","41065","4799","24.3","2.7","27121","4081","20743","1170","46957","7574","42.6","4.5","35279","6573","57.4","4.5","54438","5855","53.0","4.2","68823","5591","35.8","4.9","29995","5227","11.2","3.4","38880","9829","18083","1779","24817","3090","53.2","5.4","20132","3701","46.3","5.6","17990","3121","6.8","2.6","58151","40302","46.8","5.4","31420","6302","36.7","5.2","25340","4606","10.1","3.4","75025","8601","50.8","(X)","(X)","(X)","55.5","(X)","(X)","(X)","45.0","(X)","(X)","(X)",
"1600000US2545560","Newton city, Massachusetts","29902","1439","126649","10649","81.8","3.1","132989","12800","N","N","N","N","N","N","-","**","N","N","121036","26360","N","N","-","**","N","N","N","N","N","N","N","N","N","N","49911","38750","79.3","3.3","134353","14462","N","N","32220","111890","N","N","129505","15226","N","N","185770","14355","N","N","76084","14001","21501","1028","170568","19379","N","N","187587","17272","N","N","152626","19648","N","N","188125","8268","N","N","67252","19869","N","N","185714","102832","8401","1447","62576","10330","70.3","7.9","53830","11714","56.2","6.6","42831","21913","14.1","5.9","89967","32690","29.7","7.9","87481","46251","20.6","6.3","52418","35790","9.1","5.8","189557","99763","36.6","(X)","(X)","(X)","35.5","(X)","(X)","(X)","37.2","(X)","(X)","(X)",
"1600000US2555745","Quincy city, Massachusetts","38674","1718","66415","6198","70.5","3.6","67146","7930","N","N","27875","17649","N","N","-","**","22.7","2.8","72694","15446","N","N","-","**","N","N","N","N","N","N","N","N","N","N","N","N","69.7","3.5","67166","7952","2.2","1.1","40326","16085","34.7","3.5","75580","13468","38.6","3.4","81234","9847","24.5","3.3","35250","12300","20865","1350","87891","11848","N","N","93833","26135","N","N","86845","10659","N","N","96544","10805","N","N","29860","18689","N","N","101745","21902","17809","2117","43682","6350","60.3","5.5","40526","18600","45.8","5.1","31768","5202","14.5","4.4","76256","21489","39.7","5.5","45035","4228","32.1","5.3","42928","7731","7.6","3.4","75341","18953","43.3","(X)","(X)","(X)","47.5","(X)","(X)","(X)","37.9","(X)","(X)","(X)",
"1600000US2562535","Somerville city, Massachusetts","31837","1838","86012","9309","78.4","3.7","93800","9787","N","N","36812","24282","N","N","-","**","N","N","85227","28718","N","N","-","**","N","N","57480","46303","N","N","118298","84749","N","N","60009","14500","74.4","3.9","94977","8640","5.9","1.8","72226","46594","53.2","4.8","101825","7147","23.5","4.2","78538","8131","17.4","3.3","39620","12951","13989","1345","95627","19702","N","N","95502","36792","N","N","95694","17490","N","N","107388","10551","N","N","31473","44338","N","N","42240","16590","17848","1974","81962","10932","46.5","5.2","70009","18079","24.1","5.2","35404","16226","22.4","5.2","109948","42229","53.5","5.2","88049","14493","24.7","5.2","51374","12456","28.8","4.8","116250","11996","30.4","(X)","(X)","(X)","29.4","(X)","(X)","(X)","31.1","(X)","(X)","(X)",
"1600000US2567000","Springfield city, Massachusetts","53030","2258","38398","3050","62.7","3.0","42525","3229","19.9","1.9","35547","6621","N","N","19018","12086","N","N","56768","37401","N","N","-","**","N","N","15363","3155","N","N","N","N","37.5","3.0","20017","4912","39.4","2.8","51167","2703","4.3","1.3","13351","7687","35.6","2.7","42816","8255","38.9","2.8","47529","5990","21.2","2.4","32769","3402","32870","1610","43289","4414","50.9","3.6","34806","5760","49.1","3.6","55935","6917","46.1","4.1","70298","9312","42.5","3.8","27466","8618","11.5","2.6","37121","11523","20160","1796","21945","4663","55.0","4.7","19630","3376","48.6","4.8","17897","4276","6.5","2.8","31775","20786","45.0","4.7","26739","13977","34.9","5.2","20518","13506","10.1","3.1","44833","8894","38.9","(X)","(X)","(X)","41.1","(X)","(X)","(X)","29.7","(X)","(X)","(X)",
"1600000US2582000","Worcester city, Massachusetts","70553","2699","43572","3038","73.2","2.7","45166","3957","12.7","1.8","34784","9301","N","N","30621","18483","5.9","1.1","39393","12734","N","N","-","**","N","N","46266","16318","N","N","51046","30408","17.6","2.1","31658","4823","63.0","2.7","48511","3257","5.3","1.5","11435","6929","36.1","2.5","44941","4466","37.8","2.5","53541","6705","20.7","2.3","31990","4275","36604","1688","56369","7730","42.5","4.1","47608","8267","57.5","4.1","60409","5869","59.8","4.3","74821","8429","30.1","4.2","34525","3807","10.1","2.4","52105","16635","33949","2908","30320","4471","49.2","4.5","25713","8655","41.2","4.8","22911","5359","8.0","2.3","39241","18377","50.8","4.5","34212","8793","38.1","4.7","25561","5775","12.7","2.6","61194","23498","36.8","(X)","(X)","(X)","36.7","(X)","(X)","(X)","34.9","(X)","(X)","(X)",
"1600000US2603000","Ann Arbor city, Michigan","48803","1690","55669","3158","75.7","2.3","61961","4654","N","N","45676","11339","N","N","95560","52925","14.9","2.0","40767","5709","N","N","-","**","N","N","N","N","N","N","29867","19481","N","N","N","N","73.3","2.3","62167","4755","19.0","2.2","18633","9939","35.2","2.7","60855","6564","25.7","2.0","76920","10662","20.2","1.9","59736","11814","21310","1259","92761","7260","N","N","96122","13592","N","N","91670","8857","N","N","108145","10626","N","N","28843","9088","N","N","64722","49963","27493","1759","36874","3776","54.3","3.5","32860","5252","37.9","3.9","30353","4638","16.3","2.8","40916","8104","45.7","3.5","43610","8575","28.8","3.6","37446","9430","16.9","3.0","54225","15578","27.1","(X)","(X)","(X)","24.9","(X)","(X)","(X)","27.8","(X)","(X)","(X)",
"1600000US2621000","Dearborn city, Michigan","31183","1459","51424","3105","89.8","2.5","51561","3568","N","N","31728","16005","N","N","-","**","N","N","99127","43598","N","N","-","**","N","N","-","**","N","N","39107","25830","N","N","60088","30419","87.2","2.6","51445","3633","1.3","0.8","40764","30177","34.6","3.7","47104","9098","42.2","3.6","63070","9586","21.8","2.6","41401","7270","20361","1001","56956","8335","47.9","4.5","40774","8581","52.1","4.5","78750","14198","76.5","4.5","61945","7561","16.9","3.9","46330","16387","6.6","2.3","60901","39675","10822","1376","41987","7793","52.8","6.4","31824","6362","46.6","6.2","30385","5698","6.2","2.6","59158","22127","47.2","6.4","53617","15627","38.5","6.9","47342","10961","8.8","3.3","67384","25910","33.0","(X)","(X)","(X)","37.4","(X)","(X)","(X)","24.4","(X)","(X)","(X)",
"1600000US2622000","Detroit city, Michigan","255580","4170","25980","872","15.0","1.0","26771","2363","79.8","0.9","25773","1061","N","N","22111","10197","N","N","28438","5823","N","N","-","**","2.2","0.4","29195","5117","1.3","0.3","21829","8168","5.8","0.4","26406","2559","11.6","0.9","27340","3769","3.9","0.5","16250","2344","33.2","1.1","25388","1594","40.0","1.2","26661","1752","23.0","1.0","28133","2120","141284","3018","30209","1099","44.8","1.7","20489","1409","55.2","1.7","40804","1708","35.3","1.8","50354","2699","51.5","1.6","20600","1108","13.3","1.2","28737","3952","114296","4003","19455","1046","50.1","2.0","18128","1406","44.8","1.8","16876","1593","5.3","1.0","28978","4828","49.9","2.0","21094","1513","42.8","1.9","18750","2080","7.1","1.3","34530","7243","43.0","(X)","(X)","(X)","49.6","(X)","(X)","(X)","32.7","(X)","(X)","(X)",
